name,year,selling_price,km_driven,fuel,seller_type,transmission,owner
Toyota Innova 2.5 Z Diesel 7 Seater BS IV,2014.0,1050000,97000.0,Diesel,Individual,Manual,Second Owner
Tata Indigo LX Dicor,2008.0,70000,100000.0,Diesel,Individual,Manual,Third Owner
Maruti Swift ZDi BSIV,2016.0,520000,41000.0,Diesel,Individual,Manual,First Owner
Tata Indigo LS,2012.0,150000,90000.0,Diesel,Individual,Manual,First Owner
Hyundai i10 Magna 1.1,2008.0,120000,90000.0,Petrol,Individual,Manual,First Owner
Hyundai i20 Asta Option 1.2,2016.0,600000,25000.0,Petrol,Individual,Manual,First Owner
Tata Xenon XT EX 4X4,2010.0,150000,70000.0,Diesel,Individual,Manual,
Volkswagen Vento Petrol Highline,2011.0,400000,60000.0,Petrol,Individual,Manual,First Owner
Maruti Alto 800 LXI,2015.0,310000,30000.0,Petrol,Individual,Manual,Second Owner
Maruti Baleno Alpha 1.2,2015.0,550000,30000.0,Petrol,Individual,Manual,First Owner
Hyundai i20 Asta Option 1.4 CRDi,2016.0,550000,60000.0,Diesel,Individual,Manual,First Owner
Hyundai Grand i10 CRDi Magna,2013.0,320000,73000.0,Diesel,Individual,Manual,First Owner
Maruti 800 AC BSII,1992.0,50000,100000.0,Petrol,Individual,Manual,Fourth & Above Owner
Hyundai Grand i10 1.2 Kappa Asta,2018.0,500000,32000.0,Petrol,Individual,Manual,First Owner
Renault KWID RXT,2018.0,360000,,Petrol,Individual,Manual,First Owner
Maruti Vitara Brezza VDi Option,2017.0,700000,50000.0,Diesel,Individual,Manual,Second Owner
Maruti Ertiga VDI,2012.0,700000,110000.0,Diesel,Individual,Manual,Second Owner
Hyundai i20 1.4 Sportz,2017.0,655000,,Diesel,Dealer,Manual,First Owner
Maruti Vitara Brezza VDi Option,2017.0,700000,50000.0,Diesel,Individual,Manual,Second Owner
Chevrolet Beat LT LPG,2011.0,200000,110000.0,LPG,Individual,Manual,First Owner
Renault Duster 85PS Diesel RxL Optional,2012.0,375000,150000.0,Diesel,Individual,Manual,First Owner
Hyundai Verna 1.6 SX,2012.0,470000,109052.0,Diesel,Dealer,Manual,First Owner
Maruti Ciaz VDi,2015.0,550000,90658.0,Diesel,Dealer,Manual,First Owner
Honda Amaze VX i-DTEC,2014.0,500000,110000.0,Diesel,Individual,Manual,Second Owner
Datsun GO T Option BSIV,2015.0,210000,25000.0,Petrol,,Manual,First Owner
Maruti Eeco 7 Seater Standard BSIV,2018.0,270000,20000.0,Petrol,,Manual,First Owner
Skoda Superb 1.8 TFSI MT,2010.0,300000,80000.0,Petrol,Individual,Manual,First Owner
Maruti Wagon R VXI Minor,2007.0,80000,60000.0,Petrol,Individual,Manual,Third Owner
Mercedes-Benz E-Class E250 Edition E,2013.0,1451000,81000.0,Diesel,Dealer,Automatic,First Owner
Tata Safari Storme VX Varicor 400,2018.0,1085000,15000.0,Diesel,Individual,Manual,First Owner
Hyundai Verna SX AT Diesel,2009.0,245000,75000.0,Diesel,Dealer,Automatic,First Owner
Honda WR-V i-VTEC VX,2017.0,700000,25552.0,Petrol,Dealer,Manual,Second Owner
Hyundai EON Magna Plus,2018.0,300000,20000.0,Petrol,Individual,Manual,First Owner
Hyundai Xcent 1.2 CRDi E,2017.0,350000,80000.0,Diesel,Individual,Manual,First Owner
Hyundai Elite i20 Asta Option CVT BSIV,2017.0,635000,25000.0,Petrol,Dealer,Automatic,First Owner
Honda City S,2012.0,325000,40700.0,Petrol,Individual,Manual,First Owner
Mahindra XUV500 AT W10 1.99 mHawk,2017.0,1150000,65500.0,Diesel,Dealer,Automatic,First Owner
Tata Indigo GLE BSIII,2008.0,110000,42000.0,Petrol,Dealer,Manual,First Owner
Honda City 1.5 V MT,2018.0,890000,8000.0,Petrol,Dealer,Manual,First Owner
Maruti Swift 1.3 LXI,2007.0,73000,80000.0,Petrol,Individual,Manual,Second Owner
Chevrolet Beat PS,2014.0,170000,77000.0,Petrol,Individual,Manual,First Owner
Maruti Ciaz ZXi Plus,2016.0,750000,6000.0,,Dealer,Manual,First Owner
Hyundai EON 1.0 Era Plus,2017.0,280000,28838.0,Petrol,Individual,Manual,First Owner
Maruti Baleno Alpha 1.2,2018.0,690000,11174.0,Petrol,Dealer,Manual,First Owner
Tata Indigo GLS,2008.0,130000,120000.0,Petrol,Individual,Manual,First Owner
Maruti Swift 1.3 LXI,2007.0,73000,80000.0,Petrol,Individual,Manual,Second Owner
Hyundai Santro Xing GLS,2007.0,85000,85000.0,Petrol,Individual,Manual,Second Owner
Hyundai Elantra 2.0 SX AT,2018.0,1575000,10000.0,,Individual,Automatic,First Owner
Nissan Sunny Diesel XV,2013.0,325000,105000.0,Diesel,Individual,Manual,First Owner
Honda City 1.3 EXI,1998.0,85000,120000.0,Petrol,Individual,Manual,Second Owner
Hyundai Verna 1.6 CRDI SX Option,2018.0,860000,30000.0,Diesel,Dealer,Manual,Second Owner
Maruti S-Cross Sigma DDiS 200 SH,2017.0,690000,41000.0,Diesel,Individual,Manual,First Owner
Hyundai Elantra CRDi S,2013.0,650000,54000.0,Diesel,Dealer,Manual,First Owner
Chevrolet Sail LS ABS,2014.0,375000,40000.0,Diesel,Individual,Manual,First Owner
Hyundai Verna 1.6 SX CRDi (O),2013.0,525000,71000.0,Diesel,Dealer,Manual,First Owner
Maruti Eeco Smiles 5 Seater AC,2016.0,330000,72500.0,Petrol,Dealer,Manual,First Owner
Maruti Eeco Smiles 5 Seater AC,2013.0,280000,76600.0,Petrol,,Manual,First Owner
Maruti Swift ZXI,2014.0,470000,,Petrol,Individual,Manual,First Owner
Volkswagen Polo Diesel Trendline 1.2L,2011.0,350000,110000.0,Diesel,Individual,Manual,First Owner
Honda City 1.5 V Elegance,2012.0,480000,63000.0,Petrol,Dealer,Manual,First Owner
Hyundai Verna 1.6 CRDi SX,2016.0,620000,60000.0,Diesel,Individual,Manual,First Owner
Datsun GO T BSIV,2014.0,250000,58000.0,Petrol,Individual,Manual,First Owner
Chevrolet Spark 1.0,2010.0,78692,80000.0,Petrol,Individual,Manual,Second Owner
Hyundai i20 Magna Optional 1.4 CRDi,2012.0,350000,80000.0,Diesel,Individual,Manual,First Owner
Maruti Wagon R LX Minor,2013.0,250000,70000.0,Petrol,Individual,Manual,Second Owner
Hyundai i20 1.2 Sportz,2011.0,260000,97700.0,Petrol,Individual,Manual,Fourth & Above Owner
Honda Mobilio S i DTEC,2016.0,640000,36000.0,Diesel,Individual,Manual,Second Owner
Tata New Safari DICOR 2.2 EX 4x2,2008.0,220000,90000.0,Diesel,Individual,Manual,Second Owner
Volkswagen Vento 1.5 TDI Highline,2015.0,465000,130000.0,Diesel,Individual,Manual,First Owner
Maruti Swift Vdi BSIII,2010.0,229999,120000.0,Diesel,Individual,Manual,Second Owner
Maruti Wagon R VXI BS IV,2018.0,425000,15000.0,Petrol,Individual,Manual,First Owner
Tata Indica GLS BS IV,2008.0,95000,120000.0,Petrol,Individual,Manual,Third Owner
Hyundai EON LPG Magna Plus,2012.0,170000,170000.0,LPG,Individual,Manual,Third Owner
Datsun RediGO T Option,2016.0,229999,37500.0,Petrol,Individual,Manual,Second Owner
Maruti 800 Std,1999.0,45000,50000.0,Petrol,Individual,Manual,Third Owner
Maruti Grand Vitara MT,2007.0,479000,145000.0,Petrol,Individual,Manual,Third Owner
Mahindra KUV 100 mFALCON G80 K8 5str,2016.0,370000,60000.0,Petrol,Individual,Manual,First Owner
Hyundai EON Sportz,2016.0,340000,30000.0,Petrol,Individual,Manual,First Owner
Maruti Swift Dzire ZXI,2016.0,620000,35000.0,Petrol,Individual,Manual,First Owner
Tata Manza Club Class Quadrajet90 EX,2012.0,270000,60000.0,Diesel,Individual,Manual,First Owner
Tata Tiago 1.05 Revotorq XZ Plus,2018.0,400000,35000.0,Diesel,Individual,Manual,First Owner
Maruti Wagon R VXI Optional,2015.0,260000,40000.0,Petrol,Individual,Manual,First Owner
Hyundai Santro LE zipPlus,2003.0,48000,50000.0,Petrol,Individual,Manual,Fourth & Above Owner
Tata Nano Twist XE,2015.0,100000,23800.0,Petrol,Individual,Manual,Second Owner
Nissan Terrano XL Plus 85 PS,2015.0,490000,70000.0,Diesel,Individual,Manual,First Owner
Maruti Wagon R Duo Lxi,2010.0,120000,90000.0,LPG,Individual,Manual,Second Owner
Hyundai i10 Era,2008.0,125000,102000.0,Petrol,Individual,Manual,Second Owner
Hyundai EON Era Plus,2013.0,160000,80000.0,Petrol,Individual,Manual,First Owner
Maruti Alto 800 LXI,2019.0,190000,5000.0,Petrol,Individual,Manual,First Owner
Tata Harrier XZ BSIV,2019.0,1700000,10000.0,Diesel,Individual,Manual,First Owner
Hyundai i10 Sportz,2011.0,250000,50000.0,Petrol,Individual,Manual,First Owner
Maruti Ignis 1.2 Delta BSIV,2019.0,500000,15000.0,Petrol,Individual,Manual,First Owner
Toyota Corolla Altis 1.8 J,2008.0,400000,35000.0,Petrol,Individual,Manual,Second Owner
Fiat Linea T Jet Plus,2011.0,500000,20000.0,Petrol,Individual,Manual,First Owner
Toyota Fortuner 4x2 AT,2014.0,1800000,99000.0,Diesel,Individual,Automatic,First Owner
Honda Civic 1.8 V MT,2008.0,320000,90000.0,Petrol,Individual,Manual,First Owner
Honda Civic 1.8 S AT,2007.0,250000,47000.0,Petrol,Dealer,Automatic,First Owner
Ford Figo Diesel Titanium,2010.0,105000,90000.0,Diesel,Individual,Manual,Third Owner
Hyundai i20 Active 1.2 SX,2018.0,550000,20000.0,Petrol,Individual,Manual,First Owner
Hyundai Grand i10 1.2 Kappa Sportz AT,2019.0,600000,1100.0,Petrol,Individual,Automatic,First Owner
Maruti Alto 800 VXI,2020.0,210000,40000.0,Petrol,Individual,Manual,First Owner
Maruti Alto 800 LXI Airbag,2012.0,210000,15000.0,Petrol,Individual,Manual,First Owner
Maruti Alto LXi,2009.0,150000,40000.0,Petrol,Individual,Manual,First Owner
Hyundai i10 Era 1.1,2008.0,125000,60000.0,Petrol,Individual,Manual,First Owner
Maruti Celerio VXI,2016.0,380000,20000.0,Petrol,Individual,Manual,First Owner
Maruti Baleno Delta 1.2,2019.0,600000,5000.0,Petrol,Individual,Manual,First Owner
Maruti Swift VXI Deca,2016.0,490000,27000.0,Petrol,Individual,Manual,First Owner
Maruti Swift Dzire LDI,2018.0,545000,38000.0,Diesel,Individual,Manual,Second Owner
Maruti Wagon R VXI BS IV,2015.0,250000,25000.0,Petrol,Individual,Manual,
Hyundai Venue SX Opt Turbo BSIV,2020.0,1050000,1100.0,Petrol,Individual,Manual,First Owner
Maruti Wagon R LX Minor,2007.0,100000,100000.0,Petrol,Individual,Manual,First Owner
Ford Figo Diesel ZXI,2014.0,250000,100000.0,Diesel,Individual,Manual,Second Owner
Maruti Wagon R LX BSIII,2007.0,100000,110000.0,Petrol,Individual,Manual,First Owner
Ford Figo 1.5D Ambiente ABS MT,2016.0,350000,60000.0,Diesel,Individual,Manual,Second Owner
Renault Duster 110PS Diesel RxZ Plus,2012.0,370000,70000.0,Diesel,Individual,Manual,Second Owner
Maruti Zen VXi - BS III,2004.0,121000,110000.0,Petrol,Individual,Manual,Second Owner
Ford Figo Aspire 1.5 Ti-VCT Titanium,2017.0,570000,44077.0,Petrol,Dealer,Automatic,First Owner
Maruti Ertiga SHVS VDI,2017.0,785000,24000.0,Diesel,Individual,Manual,First Owner
Maruti Ciaz S 1.3,2018.0,850000,30000.0,Diesel,Individual,Manual,First Owner
Maruti Wagon R VXI BS IV,2016.0,375000,30000.0,Petrol,Individual,Manual,Second Owner
Maruti Baleno Alpha 1.2,2017.0,619000,40000.0,Petrol,Individual,Manual,First Owner
Chevrolet Cruze LTZ,2011.0,335000,90000.0,Diesel,Individual,Manual,Second Owner
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2006.0,500000,50000.0,Diesel,Individual,Manual,First Owner
Maruti Wagon R LX,2003.0,60000,100000.0,Petrol,Individual,Manual,Second Owner
Maruti Zen Estilo VXI BSIV,2010.0,130000,50000.0,Petrol,Individual,Manual,Second Owner
Mahindra Ingenio CRDe,,210000,210000.0,Diesel,Individual,Manual,First Owner
Toyota Innova Crysta 2.4 VX MT 8S BSIV,2019.0,1900000,20000.0,Diesel,Individual,Manual,First Owner
Tata Indigo TDI,2013.0,270000,70000.0,Diesel,Individual,Manual,Second Owner
Maruti Wagon R LXI Minor,2010.0,225000,100000.0,Petrol,Individual,Manual,Second Owner
Maruti SX4 ZXI MT BSIV,2011.0,150000,160000.0,Petrol,Individual,Manual,Second Owner
Chevrolet Beat Diesel LT,2013.0,173000,70000.0,Diesel,Individual,Manual,First Owner
BMW 5 Series 520d Luxury Line,2018.0,4800000,9422.0,Diesel,Individual,Automatic,First Owner
Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,2017.0,710000,110000.0,Diesel,Individual,Automatic,First Owner
Toyota Corolla Altis 1.8 GL,2019.0,1500000,20000.0,Petrol,Individual,Manual,First Owner
Maruti Baleno Zeta 1.2,2017.0,550000,20000.0,Petrol,Individual,Manual,First Owner
Maruti 800 AC BSIII,2008.0,58000,70000.0,Petrol,Individual,Manual,Second Owner
Audi A4 1.8 TFSI,2012.0,1200000,60000.0,Petrol,Individual,Automatic,Third Owner
Mahindra Scorpio M2DI,2013.0,500000,150000.0,Diesel,Individual,Manual,First Owner
Maruti Swift LXi BSIV,2009.0,120000,83000.0,Petrol,Individual,Manual,Second Owner
Toyota Innova 2.5 EV Diesel PS 7 Seater BSIII,2012.0,300000,250000.0,Diesel,Individual,Manual,First Owner
Hyundai EON Era Plus,2018.0,300000,30000.0,Petrol,Individual,Manual,First Owner
Datsun GO Plus T Option BSIV,2015.0,295000,21000.0,Petrol,Individual,Manual,First Owner
Maruti Ertiga VXI CNG,2018.0,587000,80000.0,CNG,Individual,Manual,First Owner
Ambassador Grand 1800 ISZ MPFI PW CL,2012.0,430000,50000.0,Petrol,Individual,Manual,Second Owner
Hyundai Verna i (Petrol),2007.0,123000,50000.0,Petrol,Individual,Manual,Second Owner
Skoda Laura Ambiente 2.0 TDI CR AT,2012.0,450000,48500.0,Diesel,Individual,Automatic,Second Owner
Maruti Wagon R LXI Minor,2007.0,130000,60000.0,Petrol,Individual,Manual,Third Owner
Tata Indica Vista Aqua 1.4 TDI,2010.0,110000,90000.0,Diesel,Individual,Manual,Second Owner
Mahindra Xylo Celebration Edition BSIV,2010.0,200000,240000.0,Diesel,Individual,Manual,Third Owner
Hyundai Grand i10 Magna,2015.0,320000,70000.0,Petrol,Individual,Manual,Second Owner
Maruti Wagon R LXI BS IV,2014.0,300000,50000.0,,Individual,Manual,First Owner
Volkswagen CrossPolo 1.2 MPI,2016.0,350000,110000.0,Petrol,Individual,Manual,First Owner
Maruti Ertiga VXI Petrol,2018.0,800000,50000.0,Petrol,Individual,Manual,First Owner
Hyundai Xcent 1.1 CRDi S,2016.0,270000,175000.0,Diesel,Individual,Manual,First Owner
Hyundai i20 1.2 Magna Executive,2017.0,540000,60000.0,Petrol,Individual,Manual,First Owner
Maruti Wagon R LXI CNG,2011.0,160000,60000.0,CNG,Individual,Manual,Second Owner
Maruti SX4 VDI,2013.0,340000,100000.0,Diesel,Individual,Manual,Second Owner
Maruti Eeco 5 Seater AC BSIV,2017.0,350000,40000.0,Petrol,Individual,Manual,Second Owner
Volkswagen Vento Diesel Style Limited Edition,2011.0,300000,100000.0,Diesel,Individual,Manual,First Owner
Maruti Ritz VDi,2013.0,330000,63000.0,Diesel,Individual,Manual,First Owner
Maruti Wagon R LXI CNG,2016.0,325000,80000.0,CNG,Individual,Manual,Second Owner
Maruti Swift Dzire VDI,2013.0,250000,55000.0,Diesel,Individual,Manual,First Owner
Maruti Swift Star VDI,2013.0,250000,55000.0,Diesel,Individual,Manual,First Owner
Chevrolet Beat LT Option,2015.0,240000,60000.0,Petrol,Individual,Manual,First Owner
Hyundai Grand i10 1.2 Kappa Magna BSIV,2020.0,545000,5000.0,Petrol,Individual,Manual,First Owner
Hyundai i10 Magna 1.1 iTech SE,2015.0,300000,48000.0,Petrol,Dealer,Manual,First Owner
Chevrolet Beat LT,2010.0,130000,80000.0,Petrol,Individual,Manual,Second Owner
Renault KWID RXT,,240000,50000.0,Petrol,Individual,Manual,First Owner
Renault KWID 1.0 RXT Optional,2018.0,360000,15000.0,Petrol,Individual,Manual,First Owner
Hyundai i20 1.4 CRDi Magna,2012.0,250000,70000.0,Diesel,Individual,Manual,First Owner
Skoda Laura Elegance 2.0 TDI CR AT,2019.0,475000,105000.0,Diesel,Dealer,Automatic,First Owner
Hyundai i20 Asta Option 1.4 CRDi,2016.0,600000,50000.0,Diesel,Individual,Manual,Second Owner
Tata Indigo CR4,2010.0,150000,80000.0,Diesel,Individual,Manual,Second Owner
Ford EcoSport 1.5 Diesel Trend BSIV,2017.0,700000,50000.0,Diesel,Individual,Manual,First Owner
Mahindra XUV500 W6 2WD,2016.0,1290000,5000.0,Diesel,Individual,Manual,First Owner
Hyundai Santro Xing XG,2004.0,80000,58000.0,Petrol,Individual,Manual,First Owner
Hyundai Grand i10 Sportz,2015.0,425000,12000.0,Petrol,Individual,Manual,First Owner
Maruti Celerio ZXI AMT BSIV,2018.0,500000,10000.0,Petrol,Individual,Automatic,First Owner
Hyundai Santro Xing GLS,2012.0,193000,45000.0,Petrol,Individual,Manual,Second Owner
Honda City i VTEC V,2015.0,800000,10000.0,Petrol,Individual,Manual,First Owner
Maruti Wagon R LXI Minor,2008.0,150000,50000.0,Petrol,Individual,Manual,First Owner
Maruti 800 AC,2002.0,80000,40000.0,Petrol,,Manual,Fourth & Above Owner
Ford Figo Diesel EXI,2010.0,130000,100000.0,Diesel,Individual,Manual,Third Owner
Ford Figo Diesel EXI,2012.0,280000,80000.0,Diesel,Individual,Manual,Second Owner
Mahindra Xylo D2 BS IV,2011.0,229999,110000.0,Diesel,Individual,Manual,Second Owner
Maruti Zen Estilo VXI BSIII,2008.0,80000,120000.0,Petrol,Individual,Manual,First Owner
Tata Nano Cx BSIII,2010.0,70000,10000.0,Petrol,Individual,Manual,First Owner
Maruti Ritz VDi,2013.0,240000,60000.0,Diesel,Individual,Manual,Second Owner
Mahindra Xylo E8,2010.0,380000,72000.0,Diesel,Individual,Manual,Second Owner
Maruti Ritz VDi,2013.0,240000,60000.0,Diesel,Individual,Manual,Second Owner
Hyundai Santro Xing XO,2006.0,80000,110000.0,Petrol,Individual,Manual,First Owner
Hyundai i10 Era,2013.0,265000,50000.0,Petrol,Individual,Manual,First Owner
Hyundai EON Magna Plus Option,2018.0,320000,25000.0,Petrol,Individual,Manual,First Owner
Nissan Terrano XL 110 PS,2014.0,500000,120000.0,Diesel,Individual,Manual,Third Owner
Hyundai Creta 1.6 CRDi SX Option,2016.0,1300000,55000.0,Diesel,Individual,Manual,First Owner
Mahindra Scorpio S11 BSIV,2018.0,1500000,35000.0,Diesel,Individual,Manual,First Owner
Toyota Innova Crysta 2.8 ZX AT BSIV,2016.0,1800000,110000.0,Diesel,Individual,Automatic,First Owner
Mahindra XUV500 W6 2WD,2014.0,600000,80000.0,Diesel,Individual,Manual,Second Owner
Tata Tiago 1.2 Revotron XT,2018.0,420000,80000.0,Petrol,Individual,Manual,First Owner
Maruti Zen Estilo LXI BS IV,2009.0,140000,120000.0,Petrol,Individual,Manual,First Owner
Skoda Laura Ambiente 2.0 TDI CR MT,2010.0,300000,100000.0,Diesel,Individual,Manual,Second Owner
Hyundai Santro Xing XL eRLX Euro III,2006.0,100000,60000.0,Petrol,Dealer,Manual,Second Owner
Maruti Alto K10 VXI,2017.0,350000,25000.0,Petrol,Dealer,Manual,First Owner
Ford EcoSport 1.5 Ti VCT MT Titanium BE BSIV,2018.0,850000,19000.0,Petrol,,Manual,First Owner
Maruti Alto LX,2008.0,140000,54000.0,Petrol,Dealer,Manual,First Owner
Ford Aspire Titanium Plus BSIV,2015.0,550000,17100.0,Petrol,Dealer,Manual,Second Owner
Hyundai Grand i10 Asta Option AT,2017.0,525000,19000.0,Petrol,Dealer,Automatic,First Owner
Ford Ecosport 1.5 DV5 MT Titanium,2015.0,470000,146000.0,Diesel,Dealer,Manual,First Owner
Ford Endeavour 3.0L 4X4 AT,2013.0,900000,98000.0,Diesel,Dealer,Automatic,First Owner
Ford Endeavour 2.5L 4X2,2011.0,500000,224642.0,Diesel,,Manual,Second Owner
Maruti Zen LXI,1998.0,80000,120000.0,Petrol,Individual,Manual,Second Owner
Mahindra Verito 1.5 D2 BSIII,2011.0,175000,175000.0,Diesel,Individual,Manual,First Owner
Mahindra XUV500 AT W10 AWD,2017.0,1350000,15000.0,Diesel,,Automatic,Second Owner
Renault Duster 110PS Diesel RxZ,2017.0,800000,50000.0,Diesel,Individual,Manual,First Owner
Datsun RediGO 1.0 S,2017.0,250000,15000.0,Petrol,Individual,Manual,First Owner
Maruti Ignis 1.2 AMT Alpha BSIV,2018.0,700000,25000.0,Petrol,Individual,Automatic,
Tata Nexon 1.5 Revotorq XM,2019.0,800000,25000.0,Diesel,Individual,Manual,First Owner
Mahindra XUV500 W6 2WD,2013.0,660000,,Diesel,Individual,Manual,First Owner
Maruti Swift VDI BSIV,2015.0,465000,60000.0,Diesel,Individual,Manual,Third Owner
Mahindra Scorpio 2.6 CRDe,2006.0,180000,222435.0,Diesel,Individual,Manual,Second Owner
Maruti Swift Dzire VDI,2017.0,600000,66000.0,Diesel,Individual,Manual,Third Owner
Ford Fiesta 1.4 ZXi Duratec,2010.0,150000,110000.0,Petrol,Individual,Manual,First Owner
Hyundai Verna 1.6 SX,2014.0,450000,78000.0,Diesel,Individual,Manual,Second Owner
Hyundai Elite i20 Sportz Plus BSIV,2019.0,721000,10000.0,Petrol,Individual,Manual,First Owner
Maruti Swift 1.2 DLX,2018.0,300000,35000.0,Petrol,Individual,Manual,First Owner
Mahindra Scorpio BSIV,2019.0,1000000,10000.0,Diesel,Individual,Manual,First Owner
Renault KWID RXT,2016.0,300000,,Petrol,Individual,Manual,First Owner
Mahindra Scorpio LX,2013.0,450000,120000.0,Diesel,Individual,Manual,First Owner
Maruti Esteem AX,1997.0,79000,70000.0,Petrol,Individual,Automatic,First Owner
Ford Figo 1.5D Trend MT,2017.0,545000,40000.0,Diesel,Individual,Manual,First Owner
Honda Amaze V Diesel BSIV,2018.0,844999,20000.0,Diesel,Individual,Manual,First Owner
Skoda Rapid 1.5 TDI Ambition,2016.0,700000,93000.0,Diesel,Individual,Manual,First Owner
Toyota Etios VD,2016.0,650000,159000.0,Diesel,Individual,Manual,First Owner
Ford Ecosport 1.5 DV5 MT Titanium,2014.0,525000,75000.0,Diesel,Individual,Manual,Second Owner
Ford Fiesta Classic 1.4 SXI Duratorq,2006.0,110000,101100.0,Diesel,Individual,Manual,Third Owner
Tata Indica Vista Aqua 1.3 Quadrajet BSIV,2011.0,180000,66000.0,Diesel,Individual,Manual,First Owner
Hyundai i10 Era,2012.0,280000,30000.0,Petrol,Individual,Manual,Second Owner
Renault KWID 1.0 RXT Optional,2019.0,400000,10000.0,Petrol,Individual,Manual,First Owner
Mahindra XUV500 W8 4WD,2012.0,625000,126000.0,Diesel,Individual,Manual,Second Owner
Volkswagen Vento 1.5 TDI Highline,2015.0,535000,70000.0,Diesel,Individual,Manual,First Owner
Maruti Swift VDI Optional,2017.0,459999,50000.0,Diesel,Individual,Manual,First Owner
Mahindra Bolero DI,2010.0,300000,100000.0,Diesel,Individual,Manual,First Owner
Honda Civic 1.8 V AT,2007.0,280000,60000.0,Petrol,Individual,Automatic,First Owner
Honda Mobilio V i VTEC,2014.0,500000,70000.0,Petrol,Individual,Manual,First Owner
Hyundai Creta 1.6 SX,2019.0,1200000,1200.0,Petrol,Individual,Manual,First Owner
Renault KWID RXT,2016.0,300000,40000.0,Petrol,Individual,Manual,First Owner
Tata Manza ELAN Quadrajet BS IV,2011.0,180000,80000.0,Diesel,Individual,Manual,Third Owner
Hyundai i10 Sportz AT,2011.0,180000,134444.0,Petrol,Individual,Automatic,Second Owner
Maruti Alto LXi,2009.0,78000,120000.0,Petrol,Individual,Manual,Second Owner
Nissan Micra Diesel XV Premium,2011.0,160000,120000.0,Diesel,Individual,Manual,First Owner
Mahindra Scorpio VLX 2WD AIRBAG BSIV,2014.0,600000,238000.0,Diesel,Individual,Manual,First Owner
Maruti Wagon R LXI Minor,2008.0,110000,100000.0,Petrol,Individual,Manual,Second Owner
Mahindra Bolero SLX 4WD BSIII,2011.0,450000,110000.0,Diesel,Individual,Manual,Second Owner
Mahindra Scorpio S9 BSIV,2019.0,1350000,35000.0,Diesel,Individual,Manual,First Owner
Honda City 1.3 DX,2003.0,120000,165000.0,Petrol,Individual,Manual,Second Owner
Honda BR-V i-DTEC VX MT,2018.0,1040000,42000.0,Diesel,Individual,Manual,First Owner
Hyundai Grand i10 CRDi Sportz,2014.0,390000,70000.0,Diesel,Individual,Manual,Second Owner
Tata Nano Lx BSIII,2011.0,65000,60000.0,Petrol,Individual,Manual,Second Owner
Volkswagen Polo Diesel Highline 1.2L,2013.0,320000,115000.0,Diesel,Individual,Manual,Third Owner
Volkswagen Ameo 1.5 TDI Highline,2017.0,720000,70000.0,Diesel,Individual,Manual,First Owner
Maruti Swift ZXI ABS,2007.0,220000,80000.0,Petrol,Individual,Manual,Second Owner
Maruti Wagon R LXI BS IV,2011.0,225000,65000.0,,Dealer,Manual,First Owner
Tata Manza Aura (ABS) Quadrajet BS IV,2010.0,200000,150000.0,Diesel,Individual,Manual,Second Owner
Toyota Etios GD,2015.0,434999,75000.0,Diesel,Dealer,Manual,Second Owner
Ford Figo Diesel Titanium,2012.0,300000,63700.0,Diesel,Individual,Manual,First Owner
Honda Amaze VX i-DTEC,2018.0,700000,74800.0,Diesel,Individual,Manual,First Owner
Ford Endeavour 2.5L 4X2 MT,2009.0,500000,105000.0,Diesel,Individual,Manual,
Renault Duster 85PS Diesel RxE,2016.0,500000,40000.0,Diesel,Individual,Manual,First Owner
Maruti Ritz LDi,2016.0,400000,90000.0,Diesel,Individual,Manual,Second Owner
Toyota Corolla Altis D-4D J,2015.0,825000,75000.0,Diesel,Dealer,Manual,Second Owner
Maruti Swift Dzire VDI,2018.0,720000,,Diesel,Individual,Manual,First Owner
Maruti 800 AC Uniq,2009.0,110000,30000.0,Petrol,Individual,Manual,Second Owner
Mahindra Scorpio VLX 2WD AIRBAG BSIV,2014.0,600000,100000.0,Diesel,Individual,Manual,Second Owner
Mahindra Scorpio VLX 2WD AT BSIV,2009.0,275000,155000.0,Diesel,Individual,Automatic,Third Owner
Land Rover Range Rover Evoque 2.2L Dynamic,2012.0,2349000,149000.0,Diesel,Individual,Automatic,Second Owner
Hyundai i20 1.4 Sportz,2017.0,740000,60000.0,Diesel,Individual,Manual,First Owner
Maruti Baleno Alpha 1.3,2017.0,800000,90000.0,Diesel,Individual,Manual,First Owner
Hyundai Verna CRDi 1.6 SX Option,2019.0,1100000,100000.0,Diesel,Individual,Manual,First Owner
BMW X1 sDrive20d,2012.0,750000,,Diesel,Individual,Automatic,Second Owner
Maruti Alto K10 2010-2014 VXI,2012.0,200000,90000.0,Petrol,Individual,Manual,
Tata Spacio SA 6 Seater,2009.0,210000,75000.0,Diesel,Individual,Manual,First Owner
Maruti Swift VDI BSIV,2009.0,270000,120000.0,Diesel,Individual,Manual,Second Owner
Toyota Etios 1.4 VXD,2016.0,630000,90000.0,Diesel,Individual,Manual,Second Owner
Hyundai Xcent 1.2 Kappa S,2015.0,375000,55000.0,Petrol,Individual,Manual,First Owner
Mahindra Xylo D2,2010.0,300000,70000.0,Diesel,Individual,Manual,First Owner
Mahindra Bolero Power Plus SLX,2016.0,580000,95000.0,Diesel,Individual,Manual,Second Owner
Hyundai Verna 1.4 CRDi,2014.0,550000,50000.0,Diesel,Individual,Manual,First Owner
